A	273734	1031986
A	1205231	330954
A	860556	847568
A	401143	1424007
A	239066	1328603
A	619342	373721
A	1280334	749078
A	1237203	874492
A	791525	253110
A	1367755	1416505
A	848477	369869
A	204459	1563922
A	883443	1063022
A	1081007	795209
A	1248536	1243538
A	687854	1299387
A	481052	724278
A	543133	765319
A	1468779	206838
A	450780	935110
A	1357563	857103
A	516627	325530
A	806981	741299
A	512488	1320978
A	1207204	53425
A	995394	515216
A	1054055	123492
A	1099321	1132369
A	382006	410427
A	939560	985552
A	561782	77371
A	862696	192212
A	742326	28787
A	914127	274826
A	831070	73311
A	1241112	1064345
A	642260	829182
A	1129249	949773
A	1351267	201497
A	1548036	165136
A	1402585	1337417
A	1323571	40650
A	692511	1353945
A	1342821	280901
A	1083328	397977
A	1381387	1119418
A	1364544	1239511
A	329502	1208062
A	65495	313765
A	1347062	1498654
A	440138	398996
A	824405	94228
A	738620	676089
A	160777	450285
A	971641	232832
A	901299	97058
A	139151	619762
A	506004	156910
A	106969	781494
A	293531	1502808
A	125126	326439
A	1526454	418231
A	785842	134043
A	323129	1464005
A	98250	1017715
A	535678	46740
A	1173144	298694
A	528825	262177
A	747385	633194
A	1450350	1439737
A	1037706	1004662
A	1057361	217713
A	640705	266235
A	97474	1526852
A	1124293	1246321
A	1070531	635854
A	1254189	669975
A	188201	656423
A	572568	574505
A	1292810	1347423
A	655038	938571
A	1446500	1012115
A	1349186	879446
A	1370516	572224
A	296847	972976
A	61645	181532
A	213137	1503853
A	1213068	927382
A	392170	1089298
A	145503	156843
A	1024672	353064
A	654985	1335392
A	803505	1004063
A	19242	236196
A	1365770	751855
A	137289	162104
A	318610	1034156
A	130604	16023
A	472041	338006
A	435476	511500
A	1026041	238574
A	416545	945166
A	71682	1190125
A	1408468	382524
A	256214	501190
A	1444417	1434722
A	275909	592884
A	289861	56610
A	756383	46922
A	462952	1157918
A	216428	21661
A	5331	1237123
A	407962	341151
A	160660	686131
A	1138660	386886
A	1211673	243969
A	564216	1440770
A	150635	413924
A	192388	161341
A	955982	549884
A	707938	21712
A	1201181	361379
A	905491	239189
A	1381291	612982
A	528217	531655
A	684577	1468761
A	68059	615123
A	78131	967291
A	49120	370419
A	1312804	1463279
A	66729	1292660
A	169133	1308977
Q	828323	772159
A	844952	308051
A	1391488	1017897
A	254815	1456630
A	906341	139230
A	311556	300714
A	33121	89791
A	1194720	1266444
A	825760	334893
A	264144	1107571
A	684057	878138
A	262948	1141063
A	503074	313985
A	839806	1208337
A	1091759	396740
A	1566949	1253581
A	50135	61414
A	1320041	190481
A	437246	1252677
A	1530262	1135585
A	807040	551473
A	991710	858117
A	747157	465935
A	1194236	235326
A	838309	1042735
A	854173	1045986
A	626962	19777
A	1397782	389899
A	306488	50161
A	817141	479772
A	1452569	1138494
A	1286978	559381
A	136770	1291852
A	866236	167234
A	370411	768856
A	1037944	50388
A	172152	203290
A	131102	550249
A	529610	830436
Q	283437	1083294
Q	1456458	381556
A	568673	143465
A	428565	1076606
A	459208	752163
A	519575	1412572
A	1326117	1134366
Q	1371894	1194500
A	888099	1557939
A	307236	1059782
A	934973	932655
A	462879	310801
A	1423969	464646
A	779572	1494220
A	558083	782576
A	535561	825384
A	907061	630062
A	210381	1033618
A	1200559	20545
A	1014009	1522340
A	1397065	1029494
A	338435	1071669
A	698967	454502
A	1338747	711458
A	673566	1164028
A	733471	1202283
A	848960	1475734
A	1442339	1555875
A	297498	1451497
A	61541	291331
A	255668	1479238
A	378498	519637
A	504783	1325628
A	1281538	1353370
A	240634	1015778
A	35934	697503
A	1338623	1277722
A	939346	1467418
A	233441	642517
A	1099520	612750
A	45163	109607
A	188736	1507596
A	363215	1019141
A	1251996	562297
A	856383	354559
A	1030488	1043436
A	1255664	114186
A	185261	689529
A	552561	534615
A	1431214	665217
A	910892	924795
A	777903	1556426
A	795308	392346
A	860060	799071
A	33744	3904
A	510275	31310
A	1410812	1348456
A	1493986	800873
A	1367709	642424
A	988133	826483
A	353602	220607
A	133793	377945
A	1208234	969564
A	175642	263825
A	857256	431702
A	1067455	804319
A	1292986	992849
A	803695	15850
A	1218733	1361937
A	770154	274596
A	766861	1568486
A	804454	673009
A	1399758	1224249
A	1266562	304448
A	229304	178173
A	1091573	714568
A	1263510	248882
A	120342	1273631
A	1084543	582005
Q	1035958	739183
A	1143584	135923
A	1364449	982236
A	326608	1445975
A	1112834	132390
A	986014	781227
A	685598	606127
A	866497	315123
Q	58742	1207144
A	1444147	457921
A	411208	787203
A	832069	662391
A	670180	1537361
A	339502	1361130
A	134975	220834
A	807601	1221434
A	557765	751853
A	963959	1107218
A	209057	1213861
A	413446	474517
A	531607	553073
A	1413399	565768
A	230046	245534
A	55117	1324685
A	1210557	15018
A	123677	617784
A	882818	401424
A	177019	1396714
A	844850	250824
A	267027	238354
A	988392	1442362
A	1401170	206052
A	1256541	1244192
A	496977	1573898
A	776109	325851
A	1332131	939427
A	799930	1007713
A	1559136	1517396
A	369726	940165
A	24917	93437
A	88248	725575
Q	498632	609046
A	363135	834979
A	1412938	719485
A	465106	399781
A	496758	1126032
A	970398	744376
A	432863	392186
A	382551	135866
A	4111	1402557
A	1426136	517932
A	68088	905821
A	19943	596278
A	480062	1273242
A	789649	1282553
A	1050403	1283613
A	170253	5630
A	572275	809810
A	1210608	1536214
A	1016886	773265
A	739005	505586
A	405237	495823
A	374234	284846
A	110157	1013323
A	137355	366927
A	1549732	235847
A	255409	537432
Q	339724	1397103
A	192330	1367496
A	1549914	1203195
A	295515	352733
A	889551	569079
A	742828	384001
A	1472346	725500
A	337479	1024493
A	1149945	901556
A	839576	111719
A	982035	83482
A	1436888	758154
A	1166436	662822
A	224660	918534
A	107469	924118
A	1045674	927272
A	92047	1099873
A	1267082	1010424
A	736803	656828
Q	340279	519122
A	653428	182996
A	833540	970605
A	1110446	605784
A	1350842	1562145
A	1143632	406140
Q	231570	1111710
Q	1516465	1472247
A	605560	57600
Q	722550	281003
Q	773535	382994
A	1382255	237532
A	1185140	967258
A	1142697	1130673
A	285493	826026
A	185283	1359106
Q	824011	1087214
A	619481	280469
A	39762	411515
A	44872	1359604
A	782617	28520
A	510027	987936
A	78989	421808
A	1133341	987326
A	780246	719761
A	1403708	1100184
Q	850908	359705
Q	1124689	801943
A	313775	1211570
A	148806	949458
A	27053	140136
A	1285659	721192
A	195386	1014360
A	1469628	78509
A	682013	276136
A	847875	1127550
A	473823	308050
A	641738	635495
A	954740	722813
A	265087	93227
A	1536518	1276578
A	144268	308799
Q	756383	1082773
A	380063	1295992
A	828289	1311996
A	1556248	261056
A	1309704	880779
A	212353	521554
A	259993	650555
Q	720716	1193529
A	33063	632729
A	1113459	1407054
A	902302	1451209
A	383559	101360
A	805966	1021530
A	522622	281975
Q	607286	1112527
Q	29519	1520834
A	1366269	612282
A	161900	231871
Q	1136974	677458
Q	823827	1143592
A	1173423	1380076
Q	555150	6997
A	835473	1037941
A	899441	1100160
A	30517	571329
A	266081	919890
A	533291	1246594
A	243077	1112495
A	1249663	1387701
A	95727	557261
A	711968	891545
A	221138	138562
A	1482687	1303278
A	1324770	117872
A	261969	647729
A	1495894	585149
A	837570	180681
A	886791	94927
A	602785	1213510
A	200448	1470553
A	798089	997274
A	144020	1042833
A	786461	1470834
A	1502404	1047771
A	730581	1431948
Q	1285192	678940
A	52303	1128411
A	112642	674942
