A	516627	325530
A	382006	410427
A	65495	313765
A	440138	398996
A	160777	450285
A	506004	156910
A	125126	326439
A	535678	46740
A	528825	262177
A	61645	181532
A	145503	156843
A	19242	236196
A	137289	162104
A	130604	16023
A	472041	338006
A	435476	511500
A	256214	501190
A	289861	56610
A	216428	21661
A	407962	341151
A	150635	413924
A	192388	161341
A	528217	531655
A	49120	370419
A	311556	300714
A	33121	89791
A	503074	313985
A	50135	61414
A	306488	50161
A	172152	203290
A	131102	550249
A	462879	310801
A	61541	291331
A	378498	519637
A	45163	109607
A	33744	3904
A	510275	31310
A	353602	220607
A	133793	377945
A	175642	263825
A	229304	178173
A	134975	220834
A	413446	474517
A	230046	245534
A	267027	238354
A	24917	93437
A	465106	399781
A	432863	392186
A	382551	135866
A	170253	5630
A	405237	495823
A	374234	284846
A	137355	366927
A	255409	537432
A	295515	352733
Q	340279	519122
A	39762	411515
A	78989	421808
A	27053	140136
A	473823	308050
A	265087	93227
A	144268	308799
A	212353	521554
A	383559	101360
A	522622	281975
A	161900	231871
A	221138	138562
A	438340	25991
A	91192	64863
A	362905	225393
A	378356	128299
A	41029	457165
A	399895	422872
A	475418	209792
A	394738	50785
A	330724	213843
A	178772	444029
A	435843	314935
A	415811	483796
A	21214	159504
A	295899	83953
A	523857	488415
A	161319	413985
A	270090	14613
A	243273	394466
A	254608	299648
A	435539	25101
A	294738	124128
A	510573	297333
A	468083	272605
A	138359	377323
A	180847	481567
A	550628	128395
Q	503088	17964
A	175210	13310
A	108701	70393
A	442782	401181
A	297345	198905
A	57364	327678
A	144521	222737
A	223847	212726
A	227789	182597
A	86005	83092
A	312222	20155
A	100613	418060
A	378397	29066
A	56337	280444
A	341753	16685
A	320647	26398
A	208858	147142
A	71738	115980
A	360553	323504
A	221616	453206
A	371855	382543
A	61057	391386
A	99214	306824
A	491653	352494
A	276032	357529
A	467402	31113
A	225371	23935
A	469770	387508
Q	262199	503388
A	190985	482767
A	355099	158173
A	489433	71689
Q	113471	289447
A	235318	34450
Q	8078	62546
A	377195	192829
A	163855	290220
A	440980	9952
Q	383368	401679
A	204268	396395
A	77039	30567
Q	353995	272468
Q	156162	332705
A	356830	328365
A	127429	461351
A	106626	18675
A	29311	80368
A	43717	384809
A	72519	380602
A	332650	128653
A	196116	71534
Q	369373	209869
A	455460	540881
Q	249964	58955
Q	16363	230195
A	312072	85482
Q	275853	467846
A	416169	431490
